Module,Title,ECTS,Exam Type,Exam Date,Link to Modul,Link to Exam
M-INFO-102014,Weitere Leistungen,5.0,Not Found,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xF1B2D2F393C9954CA53B2072102561C1&camvguid=0xE7CCFB9C7C4A4873975B5DCF0B8BD143&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,Not Found
M-INFO-100719,Software-Evolution,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x480D084C62E0A54EBBE4B3E4AF8C6AC9&camvguid=0x25870101859E0546AD0403B6FF442E76&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x298A4C1605D844B1986B4533742B01EF&camvguid=0x25870101859E0546AD0403B6FF442E76&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100735,Sprachverarbeitung in der Softwaretechnik,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x6CCA3412E76E3B4791BC6B1C85AA4347&camvguid=0x1C378834F4B7704FA270C8C04B8B83B0&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x769D91F2E1554FA388E0DA26233A1966&camvguid=0x1C378834F4B7704FA270C8C04B8B83B0&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100734,Web-Anwendungen und Serviceorientierte Architekturen (II),4.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x11AD556C29847C4A9F1AAF94C0EB9C74&camvguid=0x9C62E65D9013F04DA1FCD06042BFC512&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x7119E5EAB44F42C096C20C910F279642&camvguid=0x9C62E65D9013F04DA1FCD06042BFC512&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100731,Fotorealistische Bildsynthese,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x1ECAA76F192A5C4FBC13A8AA2B34BDB9&camvguid=0x1B243FE0E69D0C408D1C4F02C43937F2&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x5B2AABD0A8F94086B63C9D1B2C70390A&camvguid=0x1B243FE0E69D0C408D1C4F02C43937F2&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100732,Interaktive Computergrafik,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xF2FDB1CFAF43E745BBE3D0EFEF62260D&camvguid=0xE06804E9D6DBB2489AA8C42C683AA64A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xAFDDE517C76A4336B551515AFF5E594F&camvguid=0xE06804E9D6DBB2489AA8C42C683AA64A&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100728,Kontextsensitive Systeme,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x43B60891DAE7694BA84006B39CD1A50D&camvguid=0x179FAD57D9CA46AEB59F7E62E8BAE235&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x2705E25BE195449AB75F592B83672EEC&camvguid=0x179FAD57D9CA46AEB59F7E62E8BAE235&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100721,Rekonfigurierbare und Adaptive Systeme,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x154FB2B210242041A38387A70FB0D7AA&camvguid=0x46A078645C267341965D3CEB8749A276&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x446E5E8558124AF782F3DD972FBABBCA&camvguid=0x46A078645C267341965D3CEB8749A276&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100031,Algorithmen für Routenplanung,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xC939C3567280A641BBED9A7B5666E281&camvguid=0x8E86C410EF600048832E201B8F398E90&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xD2DF64A286DE4BBA9806C5C738F8A760&camvguid=0x8E86C410EF600048832E201B8F398E90&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100736,Einführung in die Bildfolgenauswertung,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x1E521716F65E0B429E51FD1A07B0AC0D&camvguid=0x2775033E56BAC14C8CAB5A6FE16306DB&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x34625DC0B4094E7DBBFED66B8EBCC84D&camvguid=0x2775033E56BAC14C8CAB5A6FE16306DB&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100738,Visualisierung,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xBF7E5F47605B1D488A960E7F5BFD04CE&camvguid=0x9B21F1681CB1EB4DBE018222A37E16B6&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x430BF0FF7C144DE4BEB2DC490E259019&camvguid=0x9B21F1681CB1EB4DBE018222A37E16B6&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100741,Modellgetriebene Software-Entwicklung,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x5BC3286B2EA36E4A8F04CCCDA87230E2&camvguid=0x8355C1FB3613064BBC031E6E55E15A94&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xC92E664208CE45F8B8775653F8316E55&camvguid=0x8355C1FB3613064BBC031E6E55E15A94&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100739,Data and Storage Management,4.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xDC977E410EFF7549843FB5A1172CE276&camvguid=0x34E3D826E434DF42B6D784D179A95262&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x162379052DB94EE2B73C5D14D49E8EEA&camvguid=0x34E3D826E434DF42B6D784D179A95262&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100742,Kryptographische Wahlverfahren,3.0,Not Found,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x4E746948773F8C40B820C80E69D6B8A2&camvguid=0x967AD0A8D583234FB79BD52CFA4F98EE&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,Not Found
M-INFO-100754,Algorithmische Kartografie,5.0,Not Found,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x8289DE51BEB82F4DBF058E6C65D44AD3&camvguid=0x5BD6D3EA2D99A34E9E486F13FF097C51&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,Not Found
M-INFO-100749,Introduction to Bioinformatics for Computer Scientists,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x02D0C2BA22FC594E9352F85138F5CD85&camvguid=0x2CC5A5789E962543B9AE58D717AE43AE&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xF1B59613F025449E8310D969A40451B0&camvguid=0x2CC5A5789E962543B9AE58D717AE43AE&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100744,Formale Systeme II: Anwendung,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x3BB56B060A9B6E4B947C8588A21B5CAD&camvguid=0x2EB028EF55A7BE409523106BFCF879FF&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x88F4B1F057234E77B76C911143E3DEC7&camvguid=0x2EB028EF55A7BE409523106BFCF879FF&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100747,Integriertes Netz- und Systemmanagement,4.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x72B40B05A86A0949B93331C1D9512C52&camvguid=0xE35DD8BE15157447BF28D542691E2D8A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x9177784DA5B4473287381DFF16BD7849&camvguid=0xE35DD8BE15157447BF28D542691E2D8A&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100756,Geometrische Grundlagen der Geometrieverarbeitung,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x40707C41ED0EE142B609D553D04C66DE&camvguid=0x2847489942374E268DD45C9754C8817E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x8543C53D56BC481FB851BD1E76D85BDA&camvguid=0x2847489942374E268DD45C9754C8817E&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100725,"Gehirn und Zentrales Nervensystem: Struktur, Informationstransfer, Reizverarbeitung, Neurophysiologie und Therapie",3.0,Schriftliche Prüfung,02.08.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x7325EC17B2FCBE40AD01F8161022550F&camvguid=0x1C0C1DBCB76C614BB9DF96244E2DDC92&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x8B0E4758FB40407FA18370F210B2AEAA&camvguid=0x1C0C1DBCB76C614BB9DF96244E2DDC92&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100753,Gestaltungsgrundsätze für interaktive Echtzeitsysteme,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x4E09EEE295612546BB32C1BC92C6578F&camvguid=0xC8AB1954D7CE414784A35324DED4E9F6&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xF0A23D017A8B43DFA08BC34527A16F36&camvguid=0xC8AB1954D7CE414784A35324DED4E9F6&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100729,Mensch-Maschine-Interaktion,6.0,Schriftliche Prüfung,21.09.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x394F0F68CFFA674BA3E8842A155311F8&camvguid=0x2A48B9864CB07F43BF730B5882D34FDD&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xE95C5EC272C049C2849424B61AC153F2&camvguid=0x2A48B9864CB07F43BF730B5882D34FDD&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100758,Graphpartitionierung und Graphenclustern in Theorie und Praxis,5.0,Not Found,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x685B03C0F4737843BEC8170066083FA0&camvguid=0x421CA64B7C72410098F41CEDE9D78227&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,Not Found
M-INFO-100761,Verteiltes Rechnen,4.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xDF41FBC1BC3B4E48860EA8B93848C7E6&camvguid=0xBB091EEF47E27B4A8547C7D86287DDC5&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xEC76F854FD424EB982CB886E633157A6&camvguid=0xBB091EEF47E27B4A8547C7D86287DDC5&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100762,Algorithmische Graphentheorie,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x871831160C75E249A44465160CE601B0&camvguid=0x1CC294C61699D44CB2BB905B2122E305&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0xBC1B7530962748A1A8F93FA917B712D4&camvguid=0x1CC294C61699D44CB2BB905B2122E305&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100780,Datenbankeinsatz,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xE7DA6959CDA7DF4B904BCFA9A77D4A43&camvguid=0x302C56AD705B9E468B137A7E56664134&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x72275B0FADAB4C5790AA9D45D07D0B3C&camvguid=0x302C56AD705B9E468B137A7E56664134&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100763,Requirements Engineering ,3.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xBA9A2F191348A240A2B7348708F93B45&camvguid=0x5D74DA55701473408DADD9E3BC5B5FC2&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x9B080A27A41C4CA7B4D49F9151F55A5F&camvguid=0x5D74DA55701473408DADD9E3BC5B5FC2&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100757,Mechano-Informatik in der Robotik,4.0,Schriftliche Prüfung,12.07.2023,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xB793EAB5BA71E34A82B329E36EC6D12D&camvguid=0x7EB219CA289DEE43A1776341FB7D6FE2&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x7A6DFBBCCFDB4A1989B9E7E87006E8BC&camvguid=0x7EB219CA289DEE43A1776341FB7D6FE2&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100782,Netzsicherheit: Architekturen und Protokolle,4.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0xB7486E036659F3499EBAF56ADE63C99B&camvguid=0xAF4ACB9846942A478324356EDFF520D0&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x783B15E26ADE473D8A2561E7EF9B19D8&camvguid=0xAF4ACB9846942A478324356EDFF520D0&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-100789,Ubiquitäre Informationstechnologien,5.0,Mündliche Prüfung,N/A,https://campus.studium.kit.edu/events/catalog.php#!campus/all/abstractModuleView.asp?gguid=0x5B964AA63FDDE447A448CB89A1DCB96E&camvguid=0x61A6C463FDF0A04EA315939D6A8F5FA3&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB,https://campus.studium.kit.edu/events/catalog.php#!campus/all/event.asp?gguid=0x4D36CCB63A43420D8BF4EF0B890B8E84&camvguid=0x61A6C463FDF0A04EA315939D6A8F5FA3&camvceid=CMPEL_8F5EF540&cafiguid=&tguid=0x40B784B43AED4CC9857335104533EDFB
