Title,ECTS,Link
M-INFO-104877 – Sichere Mensch-Roboter-Kollaboration,3.0,../../campus/all/abstractModuleView.asp?gguid=0x18EA8D02C0394FF497902F4B7FDAF8D4&camvguid=0xABE35E7AA6054B179B39D6B74F4EFB41&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104891 – Seminar: Hot Topics in Decentralized Systems,3.0,../../campus/all/abstractModuleView.asp?gguid=0x18D3D0492C084DA18928CB2666020A04&camvguid=0xFA2089B2567E4222BC73FE03B9EE1FC9&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104892 – Angewandte Differentialgeometrie ,3.0,../../campus/all/abstractModuleView.asp?gguid=0xBAACFFA72EC9455E9B440AC3C13315FF&camvguid=0x0004F326790E4CD0B2D039BDC070032B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104893 – Praktikum: Werkzeuge für Agile Modellierung,6.0,../../campus/all/abstractModuleView.asp?gguid=0x7B244CBFF95C4DE8A4958D3BA48058F0&camvguid=0x090E945B3AB2482FB6F08BCE68B270EF&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104894 – Reinforcement Learning und neuronale Netze in der Robotik,3.0,../../campus/all/abstractModuleView.asp?gguid=0x8D0F98D930D446F6A5D525EE4ABAB6B3&camvguid=0x6A34411CDD3747F3B0DFC2DFB7A33A12&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104895 – Praktikum: Penetration Testing,4.0,../../campus/all/abstractModuleView.asp?gguid=0x5299F1B716BE4F21954FFC2FC73A7D78&camvguid=0x2295037F7E864469ADFF99FFFF10401F&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104896 – Seminar: Kann Statistik Ursachen beweisen?,3.0,../../campus/all/abstractModuleView.asp?gguid=0x55E75222EE8142A38F531B4D0F27E73C&camvguid=0xA2965104236843AF999F7E4C7757CF37&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104897 – Robotik III – Sensoren und Perzeption in der Robotik,3.0,../../campus/all/abstractModuleView.asp?gguid=0x2A8D2B6669594055A1BBF70800C2715C&camvguid=0x2A6FB9467C3C408D9898FC7122586D23&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-104941 – Seminar: Fairness und Diskriminierungsfreiheit aus Sicht von Ethik und Informatik,3.0,../../campus/all/abstractModuleView.asp?gguid=0xAC28662BCA5D4B5AB9FD068FCDC0FAE8&camvguid=0x5466323E4FB94F04B2C22535E2825F92&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105117 – Seminar: Advanced Topics in Continual / Organic Machine Learning,3.0,../../campus/all/abstractModuleView.asp?gguid=0xAFAEF236536C4BE4AB57E6C17BF9F20F&camvguid=0xEE884100E12C4B73836036FA27A55A79&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105224 – Seminar Privacy und Technischer Datenschutz,4.0,../../campus/all/abstractModuleView.asp?gguid=0x23735C574D684764B3BA71015347D607&camvguid=0x19EB7257AE6A414FB270BA4F4BA1FFEA&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105309 – Seminar: Continuous Software Engineering,3.0,../../campus/all/abstractModuleView.asp?gguid=0x43A523DC48624B4B97AA7A6EBD2415E7&camvguid=0x057B0C9FDF8449FD8051B66B8B5604FF&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105311 – Konzepte zur Verarbeitung geometrischer Daten,5.0,../../campus/all/abstractModuleView.asp?gguid=0xE3AAE481954446B2B7D97107684A7511&camvguid=0x142C266A19EF4FD9BF2BE7C6C8E85710&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105328 – Seminar: Informatik TECO,3.0,../../campus/all/abstractModuleView.asp?gguid=0x65E5F5BBFB8947A3863C3B41DC444A40&camvguid=0xF280121192CC44308432E24134CFA400&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105329 – Optimization Methods for Machine Learning and Engineering,5.0,../../campus/all/abstractModuleView.asp?gguid=0x31E90D60F4CE434B810FBE452C9ED06C&camvguid=0x377B0AB89C204EF8B561B95913274CD1&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105330 – Seminar: Scalable Parallel Graph Algorithms,4.0,../../campus/all/abstractModuleView.asp?gguid=0x2B97CC0A26454D1AB4A09D44D807E80C&camvguid=0x1B7F17CCE2514006A909BECFA836E26B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105333 – Edge-AI in Software- und Sensor-Anwendungen,3.0,../../campus/all/abstractModuleView.asp?gguid=0xB50DF6B6174C4DCAA5AA8EA917D8DF60&camvguid=0x82439D6A3F7D4842A28EEDBB38B77B0E&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
"M-INFO-105334 – Decentralized Systems: Fundamentals, Modeling, and Applications",6.0,../../campus/all/abstractModuleView.asp?gguid=0x85545BB9B60F4BF082DC892ECD643C63&camvguid=0x7DC6D82835874F559864105F5D588C66&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105337 – Seminar: Kryptoanalyse,3.0,../../campus/all/abstractModuleView.asp?gguid=0xEEE59629D1CF46688A2E6BEDFDB41C8A&camvguid=0xB97FDAAF6F3B44DD8F533BDB12B1F505&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105338 – Authentisierung und Verschlüsselung,4.0,../../campus/all/abstractModuleView.asp?gguid=0x681A30979A534C7FBC7F084ACC43FB7C&camvguid=0x811BA1B1AC8144CE842CF2F2A5F3C995&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105376 – Maschinelles Lernen für die Computersicherheit,5.0,../../campus/all/abstractModuleView.asp?gguid=0xB7E57E0252194B8CB309D76C580C7F03&camvguid=0x7EC7E7ACA6944A3E89176E71AC10B4B6&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105378 – Forschungspraktikum Autonome Lernende Roboter,6.0,../../campus/all/abstractModuleView.asp?gguid=0xE3C3C4C95804493EB6232A1A6E3220DE&camvguid=0xCDA95AD47297422DBA71C94E1FCC3936&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105379 – Seminar: Robot Reinforcement Learning,3.0,../../campus/all/abstractModuleView.asp?gguid=0x7AB395C463864F44880709D0B38B9C57&camvguid=0xDB867F84ADFE495A991F5A3162CBFE39&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105384 – Praktikum: Graphics and Game Development,6.0,../../campus/all/abstractModuleView.asp?gguid=0x069B5404ECFC4820B942563CBA9023FC&camvguid=0xA2E31875FB9144DEBD9E0DADF3A01B60&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105408 – Seminar: Quantum Information Theory,3.0,../../campus/all/abstractModuleView.asp?gguid=0xC9478BE6E8464496A3D6BDFC8DA44FAA&camvguid=0xA0478BA7A1784F25B26D46DFC835387C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105409 – Seminar: E-Voting,3.0,../../campus/all/abstractModuleView.asp?gguid=0xD103ACD9A517442185544400BF0FD067&camvguid=0x08D6D9F6CF6C42DCB9272A5C11EB36E8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105413 – Forschungspraktikum Netzsicherheit,3.0,../../campus/all/abstractModuleView.asp?gguid=0xFECE4DB2FDCA49DC8ADEB63F98691A26&camvguid=0x6CA16967F901459B99C4913C3804CC62&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105452 – Privacy Enhancing Technologies,6.0,../../campus/all/abstractModuleView.asp?gguid=0xFA3C6B58F24D421AA17FA9E815CB4ECB&camvguid=0x3CCEE23FD97A47E3ABC721FFFBDFD78C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
"M-INFO-105453 – Praktikum: Security, Usability and Society",4.0,../../campus/all/abstractModuleView.asp?gguid=0x8C8B059E18C24D2CA245F607A9428A5D&camvguid=0xC3BC62B6E8AE4E36BB4C1B22C8990BCE&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105471 – Software-Produktlinien-Entwicklung,3.0,../../campus/all/abstractModuleView.asp?gguid=0xF9317CE93A7347A2A3EB93FCDA4B9DD8&camvguid=0x77F556E963F746B18F8694E1364CFE97&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105480 – Forschungspraktikum Deep Learning in der Robotik,6.0,../../campus/all/abstractModuleView.asp?gguid=0xFC406A133BA94CC390C5F9C29E929367&camvguid=0x3DC50FDCE1B1400CB5793F0681D7E01C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105493 – Praktikum: Intelligente Systemsicherheit,4.0,../../campus/all/abstractModuleView.asp?gguid=0x2F91BD6D4C8648FD9B11A9979849C657&camvguid=0x600055C82AA248518B1B6CDB344971CA&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105494 – Praktikum: Intelligente Datenanalyse (Datalab),4.0,../../campus/all/abstractModuleView.asp?gguid=0xCBFE83D551A249FABF13F95866232680&camvguid=0x3EA1293E55684273BDC386BA8F25775C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105495 – Praktikum: Biologisch Motivierte Roboter,6.0,../../campus/all/abstractModuleView.asp?gguid=0x484AC00223284822B978457D699E97B8&camvguid=0xAA89BB3C09324874A7DD33480D1F3DEA&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105496 – Beating the Worst Case in Practice: Unerwartet effiziente Algorithmen,3.0,../../campus/all/abstractModuleView.asp?gguid=0xCEF09F25014347FBB79AFD87D5245A37&camvguid=0xBD7997D39732490DB5A447F2CBB171FD&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105630 – Maschinelles Lernen für die Naturwissenschaften mit Übung,6.0,../../campus/all/abstractModuleView.asp?gguid=0x3F3B1618B9904B1D929FB1B67C51ED5F&camvguid=0x74BE2B75625847D28FCC80B6FF949C80&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105632 – Praktikum: Data Science,6.0,../../campus/all/abstractModuleView.asp?gguid=0x778C4B2E64BC4263A38F6521E8D01912&camvguid=0xC96D745BBECE4AE186A37D03DA3EB5FB&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105724 – Datenbankfunktionalität in der Cloud,5.0,../../campus/all/abstractModuleView.asp?gguid=0xBFBC620EFDB7479D9ADCAEE1E543C7DA&camvguid=0x84D234B1D8C34BF3BE7F8D45B6319866&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105740 – Praktikum: Entwurf von applikationsspezifischen eingebetteten Prozessoren,4.0,../../campus/all/abstractModuleView.asp?gguid=0xA55E6E910A644166B1CF69208BCC3798&camvguid=0x8ABB95D3BB644114A789F37FC3F4AB4B&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105753 – Deep Learning für Computer Vision I: Grundlagen,3.0,../../campus/all/abstractModuleView.asp?gguid=0x52056AB13A6244D5B847A2A389332C56&camvguid=0x7630CB301AA54D99A2FAFF727E0A111A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105755 – Deep Learning für Computer Vision II: Fortgeschrittene Themen,3.0,../../campus/all/abstractModuleView.asp?gguid=0x2E2EB9583FF94FFAB73FA96CC73B98DB&camvguid=0x7E30146D83564FB986C99F0CD74EADB6&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105778 – Maschinelles Lernen - Grundlagen und Algorithmen,5.0,../../campus/all/abstractModuleView.asp?gguid=0xB23C87B183724AAF9736DAACB1A5CE52&camvguid=0xDD615DB77A0C4864B2FD61C41B07FE92&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105779 – Seminar: Deep Learning in der Robotik,3.0,../../campus/all/abstractModuleView.asp?gguid=0x4244F381516B4960B5F85D9E08BAC47F&camvguid=0x156733CE60744DB79CF725647DD7EEB2&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105799 – Data Science 1,5.0,../../campus/all/abstractModuleView.asp?gguid=0x70214364347D4D578A0A1C614D6E57C2&camvguid=0x382E95CBE1084247991FB336486B568C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105801 – Data Science 2,3.0,../../campus/all/abstractModuleView.asp?gguid=0xF85238A634534637AB616DB0A7D7F2C4&camvguid=0x5D70696947954A939FD7B9A528CF7748&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105792 – Projektpraktikum: Humanoide Roboter,6.0,../../campus/all/abstractModuleView.asp?gguid=0x628FF1EE46634FF397D2DB2B7C0A2E86&camvguid=0xC2522DA40F2041F3BCEE2C307CA8E5F0&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
"M-INFO-105870 – Praktikum: Advanced Topics in High Performance Computing, Data Management and Analytics",6.0,../../campus/all/abstractModuleView.asp?gguid=0xC981C979FC4B4AABB44B06F52D839A0B&camvguid=0x77E1A05C170744B5A0BC23C5092E8471&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105898 – Seminar: Nutzeradaptive Systeme,3.0,../../campus/all/abstractModuleView.asp?gguid=0x3463C722F87E4F3891470B2DF0112478&camvguid=0x6EB87A9F703149E89E214562285E8BA7&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105882 – Digitale Barrierefreiheit und Assistive Technologien,3.0,../../campus/all/abstractModuleView.asp?gguid=0x4FB692FCBB4D4EC3B3A90C758C46B456&camvguid=0x0A4BF4DC883247E8B81E059A154C4B17&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105884 – Seminar: Digitale Barrierefreiheit und Assistive Technologien,3.0,../../campus/all/abstractModuleView.asp?gguid=0x8797BD6E97D1447A9A07B6933D206DC7&camvguid=0x14259DE1D9AC4C2985E322D3787849BE&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
"M-INFO-105888 – Seminar: Advanced Topics in High Performance Computing, Data Management and Analytics",4.0,../../campus/all/abstractModuleView.asp?gguid=0x0ECDB8E69F42487BA2A0CF8712400EBD&camvguid=0x6435E587272A4978BFCE238477AEC378&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105958 – Projektpraktikum: Maschinelles Lernen und intelligente Systeme,8.0,../../campus/all/abstractModuleView.asp?gguid=0x5D3A3357E045467E88B074B70538E4E3&camvguid=0x5545A36630FF4A8F95AE8416B84453C4&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105959 – Seminar zum Projektpraktikum: Maschinelles Lernen und intelligente Systeme,3.0,../../campus/all/abstractModuleView.asp?gguid=0xCAADC179BC914E50B0335362A0190F46&camvguid=0x8D063378AFF44007A0F646900E691697&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105997 – Praktikum: Sprachübersetzung,6.0,../../campus/all/abstractModuleView.asp?gguid=0xB08E9927DB804821B3BCAD908080C61B&camvguid=0xE09B7331455145BFB767653F7F78507A&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-105999 – Verarbeitung natürlicher Sprache,6.0,../../campus/all/abstractModuleView.asp?gguid=0x7007EF8095F54986A49CC29AA0419B14&camvguid=0x1FA6F8BED77F4DFCA45762D236ED2AA8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-106085 – Seminar: Fortgeschrittene Themen zu SAT Solving,3.0,../../campus/all/abstractModuleView.asp?gguid=0xEFE86B1E16C346CB9C968728DD6D1104&camvguid=0x5BC333FFE4564F22953EEC843747DF49&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-106284 – Seminar: Recent Topics of Machine Learning in Materials Science and Chemistry,3.0,../../campus/all/abstractModuleView.asp?gguid=0x234D9D6562054702916EF313409299EC&camvguid=0xE477DC27B4EC4BE7A74FE15790A672A9&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-106303 – Access Control Systems: Models and Technology,5.0,../../campus/all/abstractModuleView.asp?gguid=0x231FA5C785484268ACD62A355D4AB6DA&camvguid=0x095EEF6CA2A3432E99BE2B115601B3CC&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-ZAK-106099 – Begleitstudium - Nachhaltige Entwicklung,19.0,../../campus/all/abstractModuleView.asp?gguid=0xB23EB4EB3BD443D58F61ABAC22B22CD1&camvguid=0x82C4452538F74CFA841134B0C8DE29D1&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-ZAK-106235 – Begleitstudium - Angewandte Kulturwissenschaft,22.0,../../campus/all/abstractModuleView.asp?gguid=0x834C4B58B1E94E2CACED8640D416E744&camvguid=0xBF03A0AE1D7E451FA7F117C4DEF7129C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-106329 – Praktikum: Data Science für die Wissenschaften,6.0,../../campus/all/abstractModuleView.asp?gguid=0xAC4BB164A74A4C7896DA831A32F3DF77&camvguid=0xD03F62C07207405C8399962AB61A50B8&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-106392 – Seminar: Hot Topics in Explainable Artificial Intelligence (XAI),4.0,../../campus/all/abstractModuleView.asp?gguid=0x454CA36660034BFDAA830CDABCEBA207&camvguid=0xC47FD85513764E0F9C67DBD61907F28C&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-106393 – Seminar: Hot Topics in Machine Learning for Computer Security,4.0,../../campus/all/abstractModuleView.asp?gguid=0xDF13083F11CF4E76942C4F5BB6AE53A0&camvguid=0x96CFFC709B5E4E739F071C434AB67370&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
M-INFO-106394 – Seminar: Hot Topics in Security of Machine Learning,4.0,../../campus/all/abstractModuleView.asp?gguid=0xB7411D00A2614BE38FED63A5A84938A0&camvguid=0x4FD95823F2824D66A20BA818794D03E2&camvceid=CMPEL_8F5EF540&cafiguid=0xABA21F33AEEA4899BE1AB8E67083C2CB&tguid=0x40B784B43AED4CC9857335104533EDFB
